id,year,month,day,hour,season,PM,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,date
10478,2011,3,13,14,1,25.0,-6.0,17.0,1011.0,19.0,1,39.78,0.0,2011-03-13 14:00:00
10479,2011,3,13,15,1,24.0,-6.0,18.0,1012.0,18.0,1,48.72,0.0,2011-03-13 15:00:00
10480,2011,3,13,16,1,20.0,-6.0,20.0,1013.0,17.0,1,57.66,0.0,2011-03-13 16:00:00
10481,2011,3,13,17,1,16.0,-6.0,22.0,1015.0,15.0,2,8.05,0.0,2011-03-13 17:00:00
10482,2011,3,13,18,1,16.0,-9.0,22.0,1018.0,12.0,2,17.88,0.0,2011-03-13 18:00:00
10483,2011,3,13,19,1,17.0,-11.0,21.0,1020.0,10.0,2,27.71,0.0,2011-03-13 19:00:00
10484,2011,3,13,20,1,13.0,-12.0,21.0,1023.0,9.0,1,8.94,0.0,2011-03-13 20:00:00
10485,2011,3,13,21,1,11.0,-12.0,22.0,1024.0,8.0,2,9.83,0.0,2011-03-13 21:00:00
10486,2011,3,13,22,1,9.0,-15.0,19.0,1025.0,7.0,1,11.18,0.0,2011-03-13 22:00:00
10487,2011,3,13,23,1,8.0,-16.0,17.0,1026.0,7.0,1,21.01,0.0,2011-03-13 23:00:00
10488,2011,3,14,0,1,6.0,-14.0,22.0,1027.0,6.0,2,7.15,0.0,2011-03-14 00:00:00
10489,2011,3,14,1,1,7.0,-16.0,18.0,1028.0,6.0,2,15.2,0.0,2011-03-14 01:00:00
10490,2011,3,14,2,1,9.0,-15.0,21.0,1028.0,5.0,1,7.15,0.0,2011-03-14 02:00:00
10491,2011,3,14,3,1,8.0,-15.0,21.0,1029.0,5.0,1,12.96,0.0,2011-03-14 03:00:00
10492,2011,3,14,4,1,8.0,-15.0,21.0,1029.0,5.0,1,17.88,0.0,2011-03-14 04:00:00
10493,2011,3,14,5,1,8.0,-15.0,23.0,1030.0,4.0,1,21.9,0.0,2011-03-14 05:00:00
10494,2011,3,14,6,1,8.0,-15.0,23.0,1030.0,4.0,1,26.82,0.0,2011-03-14 06:00:00
10495,2011,3,14,7,1,12.0,-15.0,23.0,1031.0,4.0,1,31.74,0.0,2011-03-14 07:00:00
10496,2011,3,14,8,1,21.0,-15.0,21.0,1031.0,5.0,1,38.89,0.0,2011-03-14 08:00:00
10497,2011,3,14,9,1,18.0,-16.0,18.0,1031.0,6.0,1,46.04,0.0,2011-03-14 09:00:00
10498,2011,3,14,10,1,13.0,-19.0,14.0,1031.0,6.0,1,54.09,0.0,2011-03-14 10:00:00
10499,2011,3,14,11,1,25.0,-19.0,13.0,1030.0,7.0,1,62.14,0.0,2011-03-14 11:00:00
10500,2011,3,14,12,1,22.0,-19.0,12.0,1030.0,8.0,1,71.97,0.0,2011-03-14 12:00:00
10501,2011,3,14,13,1,21.0,-20.0,11.0,1029.0,8.0,1,79.12,0.0,2011-03-14 13:00:00
10502,2011,3,14,14,1,23.0,-18.0,12.0,1028.0,9.0,1,84.93,0.0,2011-03-14 14:00:00
10503,2011,3,14,15,1,25.0,-19.0,11.0,1027.0,9.0,1,92.08,0.0,2011-03-14 15:00:00
10504,2011,3,14,16,1,17.0,-20.0,11.0,1027.0,8.0,1,100.13,0.0,2011-03-14 16:00:00
10505,2011,3,14,17,1,12.0,-20.0,11.0,1027.0,8.0,1,108.18,0.0,2011-03-14 17:00:00
10506,2011,3,14,18,1,16.0,-19.0,12.0,1027.0,8.0,1,115.33,0.0,2011-03-14 18:00:00
10507,2011,3,14,19,1,18.0,-18.0,13.0,1027.0,8.0,1,120.25,0.0,2011-03-14 19:00:00
10508,2011,3,14,20,1,17.0,-17.0,15.0,1028.0,8.0,1,128.3,0.0,2011-03-14 20:00:00
10509,2011,3,14,21,1,17.0,-18.0,14.0,1029.0,7.0,1,140.37,0.0,2011-03-14 21:00:00
10510,2011,3,14,22,1,14.0,-18.0,15.0,1030.0,6.0,1,155.57,0.0,2011-03-14 22:00:00
10511,2011,3,14,23,1,16.0,-19.0,15.0,1031.0,5.0,1,165.4,0.0,2011-03-14 23:00:00
10512,2011,3,15,0,1,17.0,-18.0,17.0,1031.0,5.0,1,173.45,0.0,2011-03-15 00:00:00
10513,2011,3,15,1,1,9.0,-17.0,19.0,1030.0,4.0,1,181.5,0.0,2011-03-15 01:00:00
10514,2011,3,15,2,1,9.0,-17.0,21.0,1030.0,3.0,1,189.55,0.0,2011-03-15 02:00:00
10515,2011,3,15,3,1,9.0,-16.0,23.0,1029.0,3.0,1,196.7,0.0,2011-03-15 03:00:00
10516,2011,3,15,4,1,11.0,-16.0,24.0,1029.0,2.0,1,203.85,0.0,2011-03-15 04:00:00
10517,2011,3,15,5,1,14.0,-18.0,21.0,1029.0,2.0,1,215.03,0.0,2011-03-15 05:00:00
10518,2011,3,15,6,1,13.0,-19.0,19.0,1030.0,2.0,1,224.86,0.0,2011-03-15 06:00:00
10519,2011,3,15,7,1,12.0,-19.0,20.0,1030.0,1.0,1,233.8,0.0,2011-03-15 07:00:00
10520,2011,3,15,8,1,16.0,-19.0,19.0,1031.0,2.0,1,242.74,0.0,2011-03-15 08:00:00
10521,2011,3,15,9,1,11.0,-19.0,18.0,1031.0,3.0,1,252.57,0.0,2011-03-15 09:00:00
10522,2011,3,15,10,1,18.0,-20.0,15.0,1030.0,4.0,1,261.51,0.0,2011-03-15 10:00:00
10523,2011,3,15,11,1,21.0,-20.0,13.0,1028.0,6.0,1,267.32,0.0,2011-03-15 11:00:00
10524,2011,3,15,12,1,22.0,-19.0,14.0,1027.0,6.0,1,271.34,0.0,2011-03-15 12:00:00
10525,2011,3,15,13,1,23.0,-20.0,12.0,1026.0,7.0,1,274.47,0.0,2011-03-15 13:00:00
10526,2011,3,15,14,1,16.0,-19.0,11.0,1024.0,9.0,1,280.28,0.0,2011-03-15 14:00:00
10527,2011,3,15,15,1,21.0,-19.0,11.0,1023.0,9.0,1,286.09,0.0,2011-03-15 15:00:00
10528,2011,3,15,16,1,19.0,-19.0,11.0,1022.0,10.0,1,295.92,0.0,2011-03-15 16:00:00
10529,2011,3,15,17,1,19.0,-19.0,11.0,1022.0,9.0,1,305.75,0.0,2011-03-15 17:00:00
10530,2011,3,15,18,1,18.0,-18.0,12.0,1022.0,9.0,1,312.9,0.0,2011-03-15 18:00:00
10531,2011,3,15,19,1,16.0,-19.0,13.0,1023.0,7.0,1,321.84,0.0,2011-03-15 19:00:00
10532,2011,3,15,20,1,14.0,-16.0,18.0,1025.0,6.0,1,331.67,0.0,2011-03-15 20:00:00
10533,2011,3,15,21,1,23.0,-16.0,20.0,1026.0,5.0,1,339.72,0.0,2011-03-15 21:00:00
10534,2011,3,15,22,1,16.0,-15.0,21.0,1026.0,5.0,1,345.53,0.0,2011-03-15 22:00:00
10535,2011,3,15,23,1,18.0,-17.0,18.0,1026.0,5.0,1,351.34,0.0,2011-03-15 23:00:00
10536,2011,3,16,0,1,17.0,-16.0,21.0,1026.0,4.0,1,356.26,0.0,2011-03-16 00:00:00
10537,2011,3,16,1,1,7.0,-15.0,29.0,1026.0,1.0,0,0.89,0.0,2011-03-16 01:00:00
10538,2011,3,16,2,1,7.0,-13.0,34.0,1026.0,1.0,2,3.13,0.0,2011-03-16 02:00:00
10539,2011,3,16,3,1,19.0,-13.0,34.0,1025.0,1.0,1,1.79,0.0,2011-03-16 03:00:00
10540,2011,3,16,4,1,15.0,-11.0,43.0,1025.0,0.0,2,4.02,0.0,2011-03-16 04:00:00
10541,2011,3,16,5,1,23.0,-11.0,46.0,1026.0,-1.0,2,7.15,0.0,2011-03-16 05:00:00
10542,2011,3,16,6,1,24.0,-13.0,39.0,1026.0,-1.0,0,0.89,0.0,2011-03-16 06:00:00
10543,2011,3,16,7,1,19.0,-11.0,50.0,1026.0,-2.0,3,1.79,0.0,2011-03-16 07:00:00
10544,2011,3,16,8,1,33.0,-15.0,27.0,1027.0,2.0,2,3.13,0.0,2011-03-16 08:00:00
10545,2011,3,16,9,1,32.0,-14.0,27.0,1027.0,3.0,2,4.92,0.0,2011-03-16 09:00:00
10546,2011,3,16,10,1,30.0,-14.0,22.0,1026.0,6.0,3,1.79,0.0,2011-03-16 10:00:00
10547,2011,3,16,11,1,26.0,-14.0,22.0,1026.0,6.0,1,1.79,0.0,2011-03-16 11:00:00
10548,2011,3,16,12,1,45.0,-14.0,20.0,1025.0,7.0,0,1.79,0.0,2011-03-16 12:00:00
10549,2011,3,16,13,1,40.0,-14.0,18.0,1024.0,9.0,3,4.02,0.0,2011-03-16 13:00:00
10550,2011,3,16,14,1,37.0,-13.0,18.0,1022.0,10.0,3,8.04,0.0,2011-03-16 14:00:00
10551,2011,3,16,15,1,27.0,-13.0,17.0,1021.0,11.0,3,12.96,0.0,2011-03-16 15:00:00
10552,2011,3,16,16,1,27.0,-13.0,17.0,1021.0,11.0,3,16.98,0.0,2011-03-16 16:00:00
10553,2011,3,16,17,1,44.0,-13.0,18.0,1020.0,10.0,3,21.0,0.0,2011-03-16 17:00:00
10554,2011,3,16,18,1,79.0,-13.0,19.0,1020.0,9.0,3,25.02,0.0,2011-03-16 18:00:00
10555,2011,3,16,19,1,117.0,-12.0,24.0,1021.0,7.0,3,26.81,0.0,2011-03-16 19:00:00
10556,2011,3,16,20,1,70.0,-11.0,30.0,1021.0,5.0,3,28.6,0.0,2011-03-16 20:00:00
10557,2011,3,16,21,1,76.0,-12.0,30.0,1021.0,4.0,3,30.39,0.0,2011-03-16 21:00:00
10558,2011,3,16,22,1,90.0,-11.0,34.0,1022.0,3.0,0,0.89,0.0,2011-03-16 22:00:00
10559,2011,3,16,23,1,105.0,-13.0,31.0,1022.0,2.0,0,1.78,0.0,2011-03-16 23:00:00
10560,2011,3,17,0,1,125.0,-12.0,37.0,1021.0,1.0,2,0.89,0.0,2011-03-17 00:00:00
10561,2011,3,17,1,1,138.0,-9.0,43.0,1021.0,2.0,3,1.79,0.0,2011-03-17 01:00:00
10562,2011,3,17,2,1,128.0,-7.0,51.0,1021.0,2.0,3,4.92,0.0,2011-03-17 02:00:00
10563,2011,3,17,3,1,110.0,-8.0,50.0,1021.0,1.0,1,0.89,0.0,2011-03-17 03:00:00
10564,2011,3,17,4,1,109.0,-9.0,54.0,1021.0,-1.0,1,2.68,0.0,2011-03-17 04:00:00
10565,2011,3,17,5,1,105.0,-10.0,54.0,1021.0,-2.0,1,4.47,0.0,2011-03-17 05:00:00
10566,2011,3,17,6,1,104.0,-9.0,63.0,1021.0,-3.0,1,6.26,0.0,2011-03-17 06:00:00
10567,2011,3,17,7,1,107.0,-9.0,58.0,1021.0,-2.0,1,7.15,0.0,2011-03-17 07:00:00
10568,2011,3,17,8,1,101.0,-9.0,43.0,1021.0,2.0,2,0.89,0.0,2011-03-17 08:00:00
10569,2011,3,17,9,1,115.0,-6.0,44.0,1021.0,5.0,3,1.79,0.0,2011-03-17 09:00:00
10570,2011,3,17,10,1,116.0,-6.0,36.0,1020.0,8.0,0,1.79,0.0,2011-03-17 10:00:00
10571,2011,3,17,11,1,132.0,-6.0,31.0,1020.0,10.0,3,3.13,0.0,2011-03-17 11:00:00
10572,2011,3,17,12,1,135.0,-5.0,32.0,1019.0,11.0,0,1.79,0.0,2011-03-17 12:00:00
10573,2011,3,17,13,1,123.0,-5.0,28.0,1018.0,13.0,3,4.02,0.0,2011-03-17 13:00:00
10574,2011,3,17,14,1,112.0,-6.0,22.0,1016.0,15.0,3,7.15,0.0,2011-03-17 14:00:00
10575,2011,3,17,15,1,96.0,-8.0,18.0,1015.0,16.0,3,11.17,0.0,2011-03-17 15:00:00
10576,2011,3,17,16,1,96.0,-10.0,14.0,1014.0,17.0,3,15.19,0.0,2011-03-17 16:00:00
10577,2011,3,17,17,1,90.0,-12.0,13.0,1014.0,16.0,3,19.21,0.0,2011-03-17 17:00:00
10578,2011,3,17,18,1,99.0,-10.0,17.0,1013.0,14.0,0,0.89,0.0,2011-03-17 18:00:00
10579,2011,3,17,19,1,126.0,-9.0,26.0,1013.0,9.0,3,1.79,0.0,2011-03-17 19:00:00
10580,2011,3,17,20,1,124.77173913043478,-9.0,26.0,1014.0,9.0,3,2.68,0.0,2011-03-17 20:00:00
10581,2011,3,17,21,1,123.54347826086956,-8.0,33.0,1014.0,7.0,0,0.89,0.0,2011-03-17 21:00:00
10582,2011,3,17,22,1,122.31521739130434,-8.0,31.0,1014.0,8.0,3,3.13,0.0,2011-03-17 22:00:00
10583,2011,3,17,23,1,121.08695652173913,-7.0,36.0,1013.0,7.0,0,0.89,0.0,2011-03-17 23:00:00
10584,2011,3,18,0,1,119.8586956521739,-6.0,44.0,1013.0,5.0,3,3.13,0.0,2011-03-18 00:00:00
10585,2011,3,18,1,1,118.6304347826087,-6.0,39.0,1013.0,7.0,3,6.26,0.0,2011-03-18 01:00:00
10586,2011,3,18,2,1,117.40217391304348,-7.0,36.0,1012.0,7.0,0,0.89,0.0,2011-03-18 02:00:00
10587,2011,3,18,3,1,116.17391304347827,-6.0,48.0,1012.0,4.0,1,1.79,0.0,2011-03-18 03:00:00
10588,2011,3,18,4,1,114.94565217391305,-5.0,48.0,1012.0,5.0,0,0.45,0.0,2011-03-18 04:00:00
10589,2011,3,18,5,1,113.71739130434783,-6.0,51.0,1011.0,3.0,1,1.79,0.0,2011-03-18 05:00:00
10590,2011,3,18,6,1,112.48913043478261,-5.0,55.0,1012.0,3.0,2,1.79,0.0,2011-03-18 06:00:00
10591,2011,3,18,7,1,111.26086956521739,-4.0,48.0,1011.0,6.0,2,3.58,0.0,2011-03-18 07:00:00
10592,2011,3,18,8,1,110.03260869565217,-4.0,45.0,1012.0,7.0,2,5.37,0.0,2011-03-18 08:00:00
10593,2011,3,18,9,1,108.80434782608695,-4.0,42.0,1013.0,8.0,0,0.89,0.0,2011-03-18 09:00:00
10594,2011,3,18,10,1,107.57608695652175,-4.0,39.0,1013.0,9.0,0,1.78,0.0,2011-03-18 10:00:00
10595,2011,3,18,11,1,106.34782608695653,-5.0,32.0,1013.0,11.0,0,2.67,0.0,2011-03-18 11:00:00
10596,2011,3,18,12,1,105.11956521739131,-10.0,19.0,1013.0,13.0,1,13.86,0.0,2011-03-18 12:00:00
10597,2011,3,18,13,1,103.8913043478261,-17.0,9.0,1012.0,15.0,1,25.04,0.0,2011-03-18 13:00:00
10598,2011,3,18,14,1,102.66304347826087,-17.0,9.0,1012.0,15.0,1,38.0,0.0,2011-03-18 14:00:00
10599,2011,3,18,15,1,101.43478260869566,-15.0,11.0,1012.0,15.0,1,50.07,0.0,2011-03-18 15:00:00
10600,2011,3,18,16,1,100.20652173913044,-14.0,12.0,1013.0,14.0,1,63.03,0.0,2011-03-18 16:00:00
10601,2011,3,18,17,1,98.97826086956522,-14.0,13.0,1013.0,13.0,1,70.18,0.0,2011-03-18 17:00:00
10602,2011,3,18,18,1,97.75,-14.0,13.0,1014.0,13.0,1,78.23,0.0,2011-03-18 18:00:00
10603,2011,3,18,19,1,96.52173913043478,-12.0,18.0,1016.0,11.0,1,85.38,0.0,2011-03-18 19:00:00
10604,2011,3,18,20,1,95.29347826086956,-12.0,19.0,1017.0,10.0,1,91.19,0.0,2011-03-18 20:00:00
10605,2011,3,18,21,1,94.06521739130434,-11.0,24.0,1019.0,8.0,1,94.32,0.0,2011-03-18 21:00:00
10606,2011,3,18,22,1,92.83695652173913,-11.0,30.0,1018.0,5.0,2,3.13,0.0,2011-03-18 22:00:00
10607,2011,3,18,23,1,91.6086956521739,-12.0,26.0,1018.0,6.0,1,1.79,0.0,2011-03-18 23:00:00
10608,2011,3,19,0,1,90.38043478260869,-10.0,37.0,1019.0,3.0,0,0.45,0.0,2011-03-19 00:00:00
10609,2011,3,19,1,1,89.15217391304348,-9.0,43.0,1018.0,2.0,0,1.34,0.0,2011-03-19 01:00:00
10610,2011,3,19,2,1,87.92391304347827,-11.0,37.0,1018.0,2.0,2,1.79,0.0,2011-03-19 02:00:00
10611,2011,3,19,3,1,86.69565217391305,-10.0,40.0,1018.0,2.0,0,0.89,0.0,2011-03-19 03:00:00
10612,2011,3,19,4,1,85.46739130434783,-10.0,40.0,1018.0,2.0,3,1.79,0.0,2011-03-19 04:00:00
10613,2011,3,19,5,1,84.23913043478261,-8.0,54.0,1019.0,0.0,0,0.89,0.0,2011-03-19 05:00:00
10614,2011,3,19,6,1,83.0108695652174,-10.0,40.0,1019.0,2.0,1,1.79,0.0,2011-03-19 06:00:00
10615,2011,3,19,7,1,81.78260869565219,-8.0,54.0,1020.0,0.0,0,0.89,0.0,2011-03-19 07:00:00
10616,2011,3,19,8,1,80.55434782608697,-6.0,51.0,1021.0,3.0,0,1.34,0.0,2011-03-19 08:00:00
10617,2011,3,19,9,1,79.32608695652175,-7.0,41.0,1021.0,5.0,3,1.79,0.0,2011-03-19 09:00:00
10618,2011,3,19,10,1,78.09782608695653,-8.0,33.0,1020.0,7.0,3,3.58,0.0,2011-03-19 10:00:00
10619,2011,3,19,11,1,76.86956521739131,-8.0,27.0,1020.0,10.0,3,5.37,0.0,2011-03-19 11:00:00
10620,2011,3,19,12,1,75.6413043478261,-10.0,19.0,1019.0,13.0,3,7.16,0.0,2011-03-19 12:00:00
10621,2011,3,19,13,1,74.41304347826087,-11.0,17.0,1018.0,13.0,3,11.18,0.0,2011-03-19 13:00:00
10622,2011,3,19,14,1,73.18478260869566,-12.0,14.0,1016.0,15.0,3,16.1,0.0,2011-03-19 14:00:00
10623,2011,3,19,15,1,71.95652173913044,-12.0,15.0,1015.0,14.0,3,21.02,0.0,2011-03-19 15:00:00
10624,2011,3,19,16,1,70.72826086956522,-12.0,15.0,1014.0,14.0,3,25.94,0.0,2011-03-19 16:00:00
10625,2011,3,19,17,1,69.5,-9.0,20.0,1014.0,13.0,3,29.07,0.0,2011-03-19 17:00:00
10626,2011,3,19,18,1,68.27173913043478,-8.0,23.0,1014.0,12.0,3,32.2,0.0,2011-03-19 18:00:00
10627,2011,3,19,19,1,67.04347826086956,-7.0,27.0,1015.0,11.0,3,36.22,0.0,2011-03-19 19:00:00
10628,2011,3,19,20,1,65.81521739130434,-7.0,29.0,1015.0,10.0,3,39.35,0.0,2011-03-19 20:00:00
10629,2011,3,19,21,1,64.58695652173913,-7.0,31.0,1015.0,9.0,3,43.37,0.0,2011-03-19 21:00:00
10630,2011,3,19,22,1,63.35869565217392,-6.0,36.0,1015.0,8.0,3,45.16,0.0,2011-03-19 22:00:00
10631,2011,3,19,23,1,62.1304347826087,-5.0,42.0,1015.0,7.0,3,46.95,0.0,2011-03-19 23:00:00
10632,2011,3,20,0,1,60.902173913043484,-4.0,45.0,1015.0,7.0,3,50.08,0.0,2011-03-20 00:00:00
10633,2011,3,20,1,1,59.673913043478265,-5.0,42.0,1014.0,7.0,3,54.1,0.0,2011-03-20 01:00:00
10634,2011,3,20,2,1,58.44565217391305,-5.0,42.0,1015.0,7.0,0,0.89,0.0,2011-03-20 02:00:00
10635,2011,3,20,3,1,57.21739130434783,-4.0,48.0,1014.0,6.0,0,1.78,0.0,2011-03-20 03:00:00
10636,2011,3,20,4,1,55.98913043478261,-5.0,48.0,1013.0,5.0,3,1.79,0.0,2011-03-20 04:00:00
10637,2011,3,20,5,1,54.76086956521739,-4.0,55.0,1013.0,4.0,2,0.89,0.0,2011-03-20 05:00:00
10638,2011,3,20,6,1,53.532608695652186,-5.0,48.0,1015.0,5.0,1,0.89,0.0,2011-03-20 06:00:00
10639,2011,3,20,7,1,52.30434782608697,-4.0,55.0,1016.0,4.0,3,1.79,0.0,2011-03-20 07:00:00
10640,2011,3,20,8,1,51.07608695652175,-3.0,52.0,1017.0,6.0,0,0.89,0.0,2011-03-20 08:00:00
10641,2011,3,20,9,1,49.84782608695653,-6.0,36.0,1016.0,8.0,3,3.13,0.0,2011-03-20 09:00:00
10642,2011,3,20,10,1,48.61956521739131,-4.0,39.0,1018.0,9.0,3,8.05,0.0,2011-03-20 10:00:00
10643,2011,3,20,11,1,47.39130434782609,-3.0,39.0,1017.0,10.0,3,12.97,0.0,2011-03-20 11:00:00
10644,2011,3,20,12,1,46.163043478260875,-3.0,39.0,1017.0,10.0,3,18.78,0.0,2011-03-20 12:00:00
10645,2011,3,20,13,1,44.934782608695656,-4.0,37.0,1016.0,10.0,3,23.7,0.0,2011-03-20 13:00:00
10646,2011,3,20,14,1,43.70652173913044,-4.0,37.0,1016.0,10.0,3,28.62,0.0,2011-03-20 14:00:00
10647,2011,3,20,15,1,42.47826086956522,-4.0,37.0,1015.0,10.0,3,34.43,0.0,2011-03-20 15:00:00
10648,2011,3,20,16,1,41.25,-5.0,36.0,1015.0,9.0,3,40.24,0.0,2011-03-20 16:00:00
10649,2011,3,20,17,1,40.021739130434796,-5.0,39.0,1015.0,8.0,3,46.05,0.0,2011-03-20 17:00:00
10650,2011,3,20,18,1,38.79347826086958,-5.0,45.0,1015.0,6.0,3,50.07,0.0,2011-03-20 18:00:00
10651,2011,3,20,19,1,37.56521739130436,-6.0,44.0,1016.0,5.0,3,53.2,0.0,2011-03-20 19:00:00
10652,2011,3,20,20,1,36.33695652173914,-5.0,51.0,1017.0,4.0,3,57.22,0.0,2011-03-20 20:00:00
10653,2011,3,20,21,1,35.10869565217392,-5.0,51.0,1018.0,4.0,3,60.35,0.0,2011-03-20 21:00:00
10654,2011,3,20,22,1,33.8804347826087,-6.0,51.0,1019.0,3.0,3,62.14,0.0,2011-03-20 22:00:00
10655,2011,3,20,23,1,32.652173913043484,-5.0,55.0,1021.0,3.0,0,0.45,0.0,2011-03-20 23:00:00
10656,2011,3,21,0,1,31.423913043478265,-6.0,63.0,1021.0,0.0,2,0.89,0.0,2011-03-21 00:00:00
10657,2011,3,21,1,1,30.195652173913047,-6.0,59.0,1022.0,1.0,1,0.89,0.0,2011-03-21 01:00:00
10658,2011,3,21,2,1,28.967391304347828,-4.0,80.0,1022.0,-1.0,2,0.89,0.0,2011-03-21 02:00:00
10659,2011,3,21,3,1,27.739130434782624,-5.0,74.0,1023.0,-1.0,1,3.13,0.0,2011-03-21 03:00:00
10660,2011,3,21,4,1,26.510869565217405,-5.0,74.0,1022.0,-1.0,1,6.26,0.0,2011-03-21 04:00:00
10661,2011,3,21,5,1,25.282608695652186,-10.0,35.0,1024.0,4.0,1,13.41,0.0,2011-03-21 05:00:00
10662,2011,3,21,6,1,24.054347826086968,-13.0,29.0,1025.0,3.0,1,18.33,0.0,2011-03-21 06:00:00
10663,2011,3,21,7,1,22.82608695652175,-16.0,21.0,1027.0,4.0,1,26.38,0.0,2011-03-21 07:00:00
10664,2011,3,21,8,1,21.59782608695653,-16.0,21.0,1028.0,4.0,1,33.53,0.0,2011-03-21 08:00:00
10665,2011,3,21,9,1,20.36956521739131,-21.0,15.0,1029.0,3.0,1,40.68,0.0,2011-03-21 09:00:00
10666,2011,3,21,10,1,19.141304347826093,-22.0,12.0,1029.0,4.0,1,49.62,0.0,2011-03-21 10:00:00
10667,2011,3,21,11,1,17.913043478260875,-23.0,11.0,1028.0,5.0,1,55.43,0.0,2011-03-21 11:00:00
10668,2011,3,21,12,1,16.684782608695656,-22.0,10.0,1028.0,7.0,1,59.45,0.0,2011-03-21 12:00:00
10669,2011,3,21,13,1,15.456521739130437,-23.0,8.0,1027.0,8.0,1,69.28,0.0,2011-03-21 13:00:00
10670,2011,3,21,14,1,14.228260869565233,-23.0,8.0,1026.0,9.0,1,78.22,0.0,2011-03-21 14:00:00
10671,2011,3,21,15,1,13.0,-22.0,9.0,1025.0,9.0,1,85.37,0.0,2011-03-21 15:00:00
10672,2011,3,21,16,1,13.0,-24.0,7.0,1025.0,9.0,1,93.42,0.0,2011-03-21 16:00:00
10673,2011,3,21,17,1,28.0,-23.0,8.0,1025.0,9.0,1,100.57,0.0,2011-03-21 17:00:00
10674,2011,3,21,18,1,33.0,-22.0,9.0,1025.0,8.0,1,107.72,0.0,2011-03-21 18:00:00
10675,2011,3,21,19,1,14.0,-21.0,11.0,1027.0,7.0,1,116.66,0.0,2011-03-21 19:00:00
10676,2011,3,21,20,1,20.0,-21.0,12.0,1028.0,6.0,1,124.71,0.0,2011-03-21 20:00:00
10677,2011,3,21,21,1,23.0,-23.0,11.0,1030.0,4.0,1,132.76,0.0,2011-03-21 21:00:00
10678,2011,3,21,22,1,24.0,-24.0,10.0,1031.0,4.0,1,142.59,0.0,2011-03-21 22:00:00
10679,2011,3,21,23,1,17.0,-24.0,11.0,1031.0,3.0,1,150.64,0.0,2011-03-21 23:00:00
10680,2011,3,22,0,1,12.0,-24.0,11.0,1031.0,3.0,1,159.58,0.0,2011-03-22 00:00:00
10681,2011,3,22,1,1,12.0,-24.0,12.0,1031.0,2.0,1,166.73,0.0,2011-03-22 01:00:00
10682,2011,3,22,2,1,9.0,-24.0,12.0,1031.0,2.0,1,173.88,0.0,2011-03-22 02:00:00
10683,2011,3,22,3,1,8.0,-24.0,12.0,1031.0,2.0,1,182.82,0.0,2011-03-22 03:00:00
10684,2011,3,22,4,1,9.0,-23.0,14.0,1031.0,1.0,1,186.84,0.0,2011-03-22 04:00:00
10685,2011,3,22,5,1,15.0,-22.0,17.0,1031.0,0.0,1,189.97,0.0,2011-03-22 05:00:00
10686,2011,3,22,6,1,13.0,-19.0,24.0,1032.0,-1.0,3,3.13,0.0,2011-03-22 06:00:00
10687,2011,3,22,7,1,13.0,-22.0,16.0,1031.0,1.0,1,3.13,0.0,2011-03-22 07:00:00
10688,2011,3,22,8,1,12.0,-22.0,13.0,1031.0,3.0,1,7.15,0.0,2011-03-22 08:00:00
10689,2011,3,22,9,1,13.0,-21.0,12.0,1031.0,6.0,1,11.17,0.0,2011-03-22 09:00:00
10690,2011,3,22,10,1,14.0,-20.0,12.0,1030.0,7.0,1,16.09,0.0,2011-03-22 10:00:00
10691,2011,3,22,11,1,12.0,-20.0,11.0,1029.0,8.0,1,21.9,0.0,2011-03-22 11:00:00
10692,2011,3,22,12,1,18.0,-20.0,11.0,1028.0,8.0,1,29.95,0.0,2011-03-22 12:00:00
10693,2011,3,22,13,1,11.0,-19.0,11.0,1026.0,10.0,1,35.76,0.0,2011-03-22 13:00:00
10694,2011,3,22,14,1,22.0,-19.0,11.0,1025.0,10.0,1,43.81,0.0,2011-03-22 14:00:00
10695,2011,3,22,15,1,19.0,-19.0,11.0,1025.0,10.0,1,51.86,0.0,2011-03-22 15:00:00
10696,2011,3,22,16,1,14.0,-19.0,10.0,1024.0,11.0,1,59.91,0.0,2011-03-22 16:00:00
10697,2011,3,22,17,1,12.0,-19.0,10.0,1024.0,11.0,1,68.85,0.0,2011-03-22 17:00:00
10698,2011,3,22,18,1,17.0,-19.0,11.0,1024.0,10.0,1,76.0,0.0,2011-03-22 18:00:00
10699,2011,3,22,19,1,24.0,-20.0,13.0,1024.0,6.0,1,79.13,0.0,2011-03-22 19:00:00
10700,2011,3,22,20,1,41.0,-19.0,13.0,1025.0,7.0,1,80.92,0.0,2011-03-22 20:00:00
10701,2011,3,22,21,1,60.0,-19.0,15.0,1026.0,5.0,1,84.05,0.0,2011-03-22 21:00:00
10702,2011,3,22,22,1,21.0,-20.0,12.0,1026.0,7.0,1,88.97,0.0,2011-03-22 22:00:00
10703,2011,3,22,23,1,30.0,-19.0,18.0,1026.0,3.0,1,90.76,0.0,2011-03-22 23:00:00
10704,2011,3,23,0,1,23.0,-17.0,24.0,1027.0,1.0,1,94.78,0.0,2011-03-23 00:00:00
10705,2011,3,23,1,1,20.0,-18.0,22.0,1027.0,1.0,1,98.8,0.0,2011-03-23 01:00:00
10706,2011,3,23,2,1,24.0,-17.0,24.0,1027.0,1.0,1,102.82,0.0,2011-03-23 02:00:00
10707,2011,3,23,3,1,24.0,-16.0,30.0,1027.0,-1.0,1,105.95,0.0,2011-03-23 03:00:00
